sku,location,on_hand_qty,reorder_point,as_of_date,inventory_value
SKU00537,ST009,338,225,2025-09-01,25302.68
SKU00538,ST016,84,32,2025-09-01,9495.36
SKU00539,ST023,378,168,2025-09-01,46191.6
SKU00540,ST030,68,40,2025-09-01,693.6
SKU00541,ST037,218,76,2025-09-01,4913.72
SKU00542,ST044,72,30,2025-09-01,1793.52
SKU00543,ST051,304,160,2025-09-01,12825.76
SKU00544,ST006,150,48,2025-09-01,7848.0
SKU00545,ST013,172,138,2025-09-01,13338.6
SKU00546,ST020,21,10,2025-09-01,1449.0
SKU00547,ST027,486,144,2025-09-01,41329.44
SKU00548,ST034,136,96,2025-09-01,11282.56
SKU00549,ST041,310,135,2025-09-01,35302.8
SKU00550,ST048,87,24,2025-09-01,9765.75
SKU00551,ST003,142,90,2025-09-01,1990.84
SKU00552,ST010,250,100,2025-09-01,6345.0
SKU00553,ST017,232,124,2025-09-01,6593.44
SKU00554,ST024,32,18,2025-09-01,1782.08
SKU00555,ST031,256,95,2025-09-01,12372.48
SKU00556,ST038,204,96,2025-09-01,16240.44
SKU00557,ST045,402,210,2025-09-01,37048.32
SKU00558,ST052,102,35,2025-09-01,10802.82
SKU00559,ST007,218,92,2025-09-01,21601.62
SKU00560,ST014,100,48,2025-09-01,11370.0
SKU00561,ST021,292,195,2025-09-01,40500.4
SKU00562,ST028,42,16,2025-09-01,1120.98
SKU00563,ST035,364,162,2025-09-01,12707.24
SKU00564,ST042,102,60,2025-09-01,4592.04
SKU00565,ST049,494,172,2025-09-01,24047.92
SKU00566,ST004,116,48,2025-09-01,5862.64
SKU00567,ST011,294,155,2025-09-01,21661.92
SKU00568,ST018,200,64,2025-09-01,16300.0
SKU00569,ST025,352,282,2025-09-01,38399.68
SKU00570,ST032,52,25,2025-09-01,5219.24
SKU00571,ST039,472,140,2025-09-01,61133.44
SKU00572,ST046,170,120,2025-09-01,2623.1
SKU00573,ST001,242,105,2025-09-01,7385.84
SKU00574,ST008,29,8,2025-09-01,1160.58
SKU00575,ST015,133,84,2025-09-01,7035.7
SKU00576,ST022,300,120,2025-09-01,18747.0
SKU00577,ST029,188,100,2025-09-01,11593.96
SKU00578,ST036,63,36,2025-09-01,5732.37
SKU00579,ST043,243,90,2025-09-01,19041.48
SKU00580,ST050,68,32,2025-09-01,5511.4
SKU00581,ST005,334,174,2025-09-01,38834.18
SKU00582,ST012,44,15,2025-09-01,6485.16
SKU00583,ST019,209,88,2025-09-01,3504.93
SKU00584,ST026,150,72,2025-09-01,3388.5
SKU00585,ST033,248,165,2025-09-01,9180.96
SKU00586,ST040,74,28,2025-09-01,3919.04
SKU00587,ST047,351,156,2025-09-01,24731.46
SKU00588,ST002,136,80,2025-09-01,10690.96
SKU00589,ST009,426,148,2025-09-01,35234.46
SKU00590,ST016,58,24,2025-09-01,5504.78
SKU00591,ST023,285,150,2025-09-01,31489.65
SKU00592,ST030,250,80,2025-09-01,33455.0
SKU00593,ST037,308,246,2025-09-01,1863.4
SKU00594,ST044,84,40,2025-09-01,1927.8
SKU00595,ST051,459,136,2025-09-01,19599.3
SKU00596,ST006,204,144,2025-09-01,8998.44
SKU00597,ST013,518,225,2025-09-01,25822.3
SKU00598,ST020,72,20,2025-09-01,4562.64
SKU00599,ST027,361,228,2025-09-01,25385.52
SKU00600,ST034,100,40,2025-09-01,8223.0
SKU00601,ST041,142,76,2025-09-01,15000.88
SKU00602,ST048,21,12,2025-09-01,2496.48
SKU00603,ST003,230,85,2025-09-01,24140.8
SKU00604,ST010,102,48,2025-09-01,2007.36
SKU00605,ST017,264,138,2025-09-01,8112.72
SKU00606,ST024,87,30,2025-09-01,3543.51
SKU00607,ST031,200,84,2025-09-01,9262.0
SKU00608,ST038,200,96,2025-09-01,12994.0
SKU00609,ST045,202,135,2025-09-01,13742.06
SKU00610,ST052,32,12,2025-09-01,2863.68
SKU00611,ST007,338,150,2025-09-01,31180.5
SKU00612,ST014,170,100,2025-09-01,21692.0
SKU00613,ST021,356,124,2025-09-01,40025.08
SKU00614,ST028,102,42,2025-09-01,12659.22
SKU00615,ST035,276,145,2025-09-01,5470.32
SKU00616,ST042,300,96,2025-09-01,10461.0
SKU00617,ST049,262,210,2025-09-01,8501.9
SKU00618,ST004,42,20,2025-09-01,1871.1
SKU00619,ST011,446,132,2025-09-01,31211.08
SKU00620,ST018,68,48,2025-09-01,5460.4
SKU00621,ST025,448,195,2025-09-01,41193.6
SKU00622,ST032,116,32,2025-09-01,10405.2
SKU00623,ST039,352,222,2025-09-01,34503.04
SKU00624,ST046,150,60,2025-09-01,19174.5
SKU00625,ST001,322,172,2025-09-01,3467.94
SKU00626,ST008,52,30,2025-09-01,1440.92
SKU00627,ST015,216,80,2025-09-01,6080.4
SKU00628,ST022,136,64,2025-09-01,7201.2
SKU00629,ST029,540,282,2025-09-01,25930.8
SKU00630,ST036,29,10,2025-09-01,2003.03
SKU00631,ST043,190,80,2025-09-01,12638.8
SKU00632,ST050,250,120,2025-09-01,22615.0
SKU00633,ST005,158,105,2025-09-01,16435.16
SKU00634,ST012,63,24,2025-09-01,6361.11
SKU00635,ST019,324,144,2025-09-01,36207.0
SKU00636,ST026,204,120,2025-09-01,3484.32
SKU00637,ST033,288,100,2025-09-01,6664.32
SKU00638,ST040,44,18,2025-09-01,1580.48
SKU00639,ST047,266,140,2025-09-01,11876.9
SKU00640,ST002,100,32,2025-09-01,5461.0
SKU00641,ST009,218,174,2025-09-01,16711.88
SKU00642,ST016,74,35,2025-09-01,5299.88
SKU00643,ST023,432,128,2025-09-01,46772.64
SKU00644,ST030,102,72,2025-09-01,12388.92
SKU00645,ST037,380,165,2025-09-01,40625.8
SKU00646,ST044,58,16,2025-09-01,1148.4
SKU00647,ST051,342,216,2025-09-01,7944.66
SKU00648,ST006,200,80,2025-09-01,8042.0
SKU00649,ST013,278,148,2025-09-01,12571.16
SKU00650,ST020,84,48,2025-09-01,5144.16
SKU00651,ST027,202,75,2025-09-01,14069.3
SKU00652,ST034,170,80,2025-09-01,14142.3
SKU00653,ST041,472,246,2025-09-01,40875.2
SKU00654,ST048,72,25,2025-09-01,6777.36
SKU00655,ST003,180,76,2025-09-01,17755.2
SKU00656,ST010,300,144,2025-09-01,37695.0
SKU00657,ST017,338,225,2025-09-01,3819.4
SKU00658,ST024,21,8,2025-09-01,733.74
SKU00659,ST031,310,138,2025-09-01,12663.5
SKU00660,ST038,68,40,2025-09-01,3074.96
SKU00661,ST045,218,76,2025-09-01,10093.4
SKU00662,ST052,87,36,2025-09-01,5471.43
SKU00663,ST007,256,135,2025-09-01,19023.36
SKU00664,ST014,150,48,2025-09-01,12606.0
SKU00665,ST021,172,138,2025-09-01,19638.96
SKU00666,ST028,32,15,2025-09-01,3792.32
SKU00667,ST035,418,124,2025-09-01,49039.76
SKU00668,ST042,136,96,2025-09-01,2713.2
SKU00669,ST049,310,135,2025-09-01,9101.6
SKU00670,ST004,102,28,2025-09-01,5113.26
SKU00671,ST011,332,210,2025-09-01,20779.88
SKU00672,ST018,250,100,2025-09-01,18530.0
SKU00673,ST025,232,124,2025-09-01,15363.04
SKU00674,ST032,42,24,2025-09-01,3793.86
SKU00675,ST039,189,70,2025-09-01,19533.15
SKU00676,ST046,204,96,2025-09-01,24153.6
SKU00677,ST001,402,210,2025-09-01,42997.92
SKU00678,ST008,116,40,2025-09-01,1140.28
SKU00679,ST015,171,72,2025-09-01,4292.1
SKU00680,ST022,100,48,2025-09-01,2925.0
SKU00681,ST029,292,195,2025-09-01,16019.12
SKU00682,ST036,52,20,2025-09-01,3474.12
SKU00683,ST043,297,132,2025-09-01,23296.68
SKU00684,ST050,102,60,2025-09-01,7404.18
SKU00685,ST005,494,172,2025-09-01,42251.82
SKU00686,ST012,29,12,2025-09-01,2733.25
SKU00687,ST019,247,130,2025-09-01,31386.29
SKU00688,ST026,200,64,2025-09-01,24930.0
SKU00689,ST033,352,282,2025-09-01,5195.52
SKU00690,ST040,63,30,2025-09-01,1585.71
SKU00691,ST047,405,120,2025-09-01,18176.4
SKU00692,ST002,170,120,2025-09-01,8270.5
SKU00693,ST009,242,105,2025-09-01,12629.98
SKU00694,ST016,44,12,2025-09-01,3628.24
SKU00695,ST023,323,204,2025-09-01,24673.97
SKU00696,ST030,300,120,2025-09-01,30450.0
SKU00697,ST037,188,100,2025-09-01,19091.4
SKU00698,ST044,74,42,2025-09-01,9773.18
SKU00699,ST051,513,190,2025-09-01,3893.67
SKU00700,ST006,68,32,2025-09-01,1729.92
SKU00701,ST013,334,174,2025-09-01,12077.44
SKU00702,ST020,58,20,2025-09-01,2534.6
SKU00703,ST027,162,68,2025-09-01,10389.06
SKU00704,ST034,150,72,2025-09-01,9849.0
SKU00705,ST041,248,165,2025-09-01,18042.0
SKU00706,ST048,84,32,2025-09-01,8174.88
SKU00707,ST003,284,126,2025-09-01,28709.56
SKU00708,ST010,136,80,2025-09-01,12856.08
SKU00709,ST017,426,148,2025-09-01,60236.4
SKU00710,ST024,72,30,2025-09-01,1535.76
SKU00711,ST031,238,125,2025-09-01,6728.26
SKU00712,ST038,250,80,2025-09-01,7572.5
SKU00713,ST045,308,246,2025-09-01,15310.68
SKU00714,ST052,21,10,2025-09-01,1208.76
SKU00715,ST007,392,116,2025-09-01,28031.92
SKU00716,ST014,204,144,2025-09-01,18996.48
SKU00717,ST021,518,225,2025-09-01,43869.42
SKU00718,ST028,87,24,2025-09-01,7887.42
SKU00719,ST035,314,198,2025-09-01,35585.62
SKU00720,ST042,100,40,2025-09-01,1339.0
SKU00721,ST049,142,76,2025-09-01,2183.96
SKU00722,ST004,32,18,2025-09-01,1013.12
SKU00723,ST011,500,185,2025-09-01,18085.0
SKU00724,ST018,102,48,2025-09-01,6987.0
SKU00725,ST025,264,138,2025-09-01,18076.08
SKU00726,ST032,102,35,2025-09-01,8749.56
SKU00727,ST039,152,64,2025-09-01,13385.12
SKU00728,ST046,200,96,2025-09-01,17342.0
SKU00729,ST001,202,135,2025-09-01,25171.22
SKU00730,ST008,42,16,2025-09-01,4624.2
SKU00731,ST015,270,120,2025-09-01,4576.5
SKU00732,ST022,170,100,2025-09-01,3214.7
SKU00733,ST029,356,124,2025-09-01,13406.96
SKU00734,ST036,116,48,2025-09-01,5904.4
SKU00735,ST043,228,120,2025-09-01,14988.72
SKU00736,ST050,300,96,2025-09-01,23712.0
SKU00737,ST005,262,210,2025-09-01,23281.32
SKU00738,ST012,52,25,2025-09-01,5430.88
SKU00739,ST019,378,112,2025-09-01,32893.56
SKU00740,ST026,68,48,2025-09-01,8651.64
SKU00741,ST033,448,195,2025-09-01,45221.12
SKU00742,ST040,29,8,2025-09-01,447.18
SKU00743,ST047,304,192,2025-09-01,7694.24
SKU00744,ST002,150,60,2025-09-01,5017.5
SKU00745,ST009,322,172,2025-09-01,15687.84
SKU00746,ST016,63,36,2025-09-01,3642.66
SKU00747,ST023,486,180,2025-09-01,38530.08
SKU00748,ST030,136,64,2025-09-01,12936.32
SKU00749,ST037,540,282,2025-09-01,45441.0
SKU00750,ST044,44,15,2025-09-01,4070.44
SKU00751,ST051,142,60,2025-09-01,16849.72
SKU00752,ST006,250,120,2025-09-01,1977.5
SKU00753,ST013,158,105,2025-09-01,3466.52
SKU00754,ST020,74,28,2025-09-01,2733.56
SKU00755,ST027,256,114,2025-09-01,13432.32
SKU00756,ST034,204,120,2025-09-01,12441.96
SKU00757,ST041,288,100,2025-09-01,18832.32
SKU00758,ST048,58,24,2025-09-01,4459.04
SKU00759,ST003,218,115,2025-09-01,24644.9
SKU00760,ST010,100,32,2025-09-01,10468.0
SKU00761,ST017,218,174,2025-09-01,23012.08
SKU00762,ST024,84,40,2025-09-01,8995.56
SKU00763,ST031,364,108,2025-09-01,6599.32
SKU00764,ST038,102,72,2025-09-01,3374.16
SKU00765,ST045,380,165,2025-09-01,15621.8
SKU00766,ST052,72,20,2025-09-01,4245.84
SKU00767,ST007,294,186,2025-09-01,17822.28
SKU00768,ST014,200,80,2025-09-01,14708.0
SKU00769,ST021,278,148,2025-09-01,20930.62
SKU00770,ST028,21,12,2025-09-01,1936.2
SKU00771,ST035,472,175,2025-09-01,56701.36
SKU00772,ST042,170,80,2025-09-01,19771.0
SKU00773,ST049,472,246,2025-09-01,5177.84
SKU00774,ST004,87,30,2025-09-01,2280.27
SKU00775,ST011,133,56,2025-09-01,3870.3
SKU00776,ST018,300,144,2025-09-01,13392.0
SKU00777,ST025,338,225,2025-09-01,20249.58
SKU00778,ST032,32,12,2025-09-01,2032.64
SKU00779,ST039,243,108,2025-09-01,19665.99
SKU00780,ST046,68,40,2025-09-01,6522.56
SKU00781,ST001,218,76,2025-09-01,20718.72
SKU00782,ST008,102,42,2025-09-01,10543.74
SKU00783,ST015,209,110,2025-09-01,28401.01
SKU00784,ST022,150,48,2025-09-01,1791.0
SKU00785,ST029,172,138,2025-09-01,4386.0
SKU00786,ST036,42,20,2025-09-01,1569.12
SKU00787,ST043,351,104,2025-09-01,16026.66
SKU00788,ST050,136,96,2025-09-01,8922.96
SKU00789,ST005,310,135,2025-09-01,21923.2
SKU00790,ST012,116,32,2025-09-01,9227.8
SKU00791,ST019,285,180,2025-09-01,24863.4
SKU00792,ST026,250,100,2025-09-01,26107.5
SKU00793,ST033,232,124,2025-09-01,24487.6
SKU00794,ST040,52,30,2025-09-01,7027.28
SKU00795,ST047,459,170,2025-09-01,11502.54
SKU00796,ST002,204,96,2025-09-01,5824.2
SKU00797,ST009,402,210,2025-09-01,15678.0
SKU00798,ST016,29,10,2025-09-01,1698.82
SKU00799,ST023,361,152,2025-09-01,24667.13
SKU00800,ST030,100,48,2025-09-01,8261.0
SKU00801,ST037,292,195,2025-09-01,28554.68
SKU00802,ST044,63,24,2025-09-01,5392.17
SKU00803,ST051,230,102,2025-09-01,22448.0
SKU00804,ST006,102,60,2025-09-01,12655.14
SKU00805,ST013,494,172,2025-09-01,3709.94
SKU00806,ST020,44,18,2025-09-01,1208.24
SKU00807,ST027,200,105,2025-09-01,8538.0
SKU00808,ST034,200,64,2025-09-01,7818.0
SKU00809,ST041,352,282,2025-09-01,17385.28
SKU00810,ST048,74,35,2025-09-01,5279.16
SKU00811,ST003,338,100,2025-09-01,27175.2
SKU00812,ST010,170,120,2025-09-01,17221.0
SKU00813,ST017,242,105,2025-09-01,19771.4
SKU00814,ST024,58,16,2025-09-01,5969.36
SKU00815,ST031,276,174,2025-09-01,32976.48
SKU00816,ST038,300,120,2025-09-01,6357.0
SKU00817,ST045,188,100,2025-09-01,4829.72
SKU00818,ST052,84,48,2025-09-01,3560.76
SKU00819,ST007,446,165,2025-09-01,24525.54
SKU00820,ST014,68,32,2025-09-01,4335.68
SKU00821,ST021,334,174,2025-09-01,27855.6
SKU00822,ST028,72,25,2025-09-01,6639.12
SKU00823,ST035,352,148,2025-09-01,39709.12
SKU00824,ST042,150,72,2025-09-01,17289.0
SKU00825,ST049,248,165,2025-09-01,31605.12
SKU00826,ST004,21,8,2025-09-01,110.25
SKU00827,ST011,216,96,2025-09-01,3296.16
SKU00828,ST018,136,80,2025-09-01,4312.56
SKU00829,ST025,426,148,2025-09-01,16358.4
SKU00830,ST032,87,36,2025-09-01,5757.66
SKU00831,ST039,190,100,2025-09-01,15308.3
SKU00832,ST046,250,80,2025-09-01,23952.5
SKU00833,ST001,308,246,2025-09-01,26626.6
SKU00834,ST008,32,15,2025-09-01,3679.68
SKU00835,ST015,324,96,2025-09-01,37341.0
SKU00836,ST022,204,144,2025-09-01,24584.04
SKU00837,ST029,518,225,2025-09-01,9059.82
SKU00838,ST036,102,28,2025-09-01,2776.44
SKU00839,ST043,266,168,2025-09-01,10977.82
SKU00840,ST050,100,40,2025-09-01,5711.0
SKU00841,ST005,142,76,2025-09-01,8998.54
SKU00842,ST012,42,24,2025-09-01,2805.6
SKU00843,ST019,432,160,2025-09-01,31968.0
SKU00844,ST026,102,48,2025-09-01,9511.5
SKU00845,ST033,264,138,2025-09-01,28002.48
SKU00846,ST040,116,40,2025-09-01,11693.96
SKU00847,ST047,342,144,2025-09-01,44555.76
SKU00848,ST002,200,96,2025-09-01,4840.0
SKU00849,ST009,202,135,2025-09-01,6767.0
SKU00850,ST016,52,20,2025-09-01,2060.24
SKU00851,ST023,202,90,2025-09-01,11101.92
SKU00852,ST030,170,100,2025-09-01,10048.7
SKU00853,ST037,356,124,2025-09-01,24720.64
SKU00854,ST044,29,12,2025-09-01,2381.48
SKU00855,ST051,180,95,2025-09-01,15161.4
SKU00856,ST006,300,96,2025-09-01,28653.0
SKU00857,ST013,262,210,2025-09-01,32215.52
SKU00858,ST020,63,30,2025-09-01,1213.38
SKU00859,ST027,310,92,2025-09-01,5620.3
SKU00860,ST034,68,48,2025-09-01,1948.2
SKU00861,ST041,448,195,2025-09-01,20787.2
SKU00862,ST048,44,12,2025-09-01,2762.32
SKU00863,ST003,256,162,2025-09-01,14922.24
SKU00864,ST010,150,60,2025-09-01,12976.5
SKU00865,ST017,322,172,2025-09-01,27408.64
SKU00866,ST024,74,42,2025-09-01,6882.74
SKU00867,ST031,418,155,2025-09-01,51025.26
SKU00868,ST038,136,64,2025-09-01,16865.36
SKU00869,ST045,540,282,2025-09-01,6928.2
SKU00870,ST052,58,20,2025-09-01,1840.34
SKU00871,ST007,332,140,2025-09-01,16028.96
SKU00872,ST014,250,120,2025-09-01,12382.5
SKU00873,ST021,158,105,2025-09-01,9759.66
SKU00874,ST028,84,32,2025-09-01,7754.88
SKU00875,ST035,189,84,2025-09-01,15237.18
SKU00876,ST042,204,120,2025-09-01,23168.28
SKU00877,ST049,288,100,2025-09-01,28696.32
SKU00878,ST004,72,30,2025-09-01,8280.0
SKU00879,ST011,171,90,2025-09-01,2927.52
SKU00880,ST018,100,32,2025-09-01,1376.0
SKU00881,ST025,218,174,2025-09-01,5138.26
SKU00882,ST032,21,10,2025-09-01,993.72
SKU00883,ST039,297,88,2025-09-01,17603.19
SKU00884,ST046,102,72,2025-09-01,7248.12
SKU00885,ST001,380,165,2025-09-01,29225.8
SKU00886,ST008,87,24,2025-09-01,8328.51
SKU00887,ST015,247,156,2025-09-01,28530.97
SKU00888,ST022,200,80,2025-09-01,22930.0
SKU00889,ST029,278,148,2025-09-01,30368.72
SKU00890,ST036,32,18,2025-09-01,475.2
SKU00891,ST043,405,150,2025-09-01,10854.0
SKU00892,ST050,170,80,2025-09-01,6106.4
SKU00893,ST005,472,246,2025-09-01,24789.44
SKU00894,ST012,102,35,2025-09-01,7129.8
SKU00895,ST019,323,136,2025-09-01,23931.07
SKU00896,ST026,300,144,2025-09-01,29184.0
SKU00897,ST033,338,225,2025-09-01,30879.68
SKU00898,ST040,42,16,2025-09-01,4709.04
SKU00899,ST047,513,228,2025-09-01,57168.72
SKU00900,ST002,68,40,2025-09-01,661.64
SKU00901,ST009,218,76,2025-09-01,3429.14
SKU00902,ST016,116,48,2025-09-01,3294.4
SKU00903,ST023,162,85,2025-09-01,7097.22
SKU00904,ST030,150,48,2025-09-01,6984.0
SKU00905,ST037,172,138,2025-09-01,12363.36
SKU00906,ST044,52,25,2025-09-01,4061.2
SKU00907,ST051,284,84,2025-09-01,26693.16
SKU00908,ST006,136,96,2025-09-01,12240.0
SKU00909,ST013,310,135,2025-09-01,32081.9
SKU00910,ST020,29,8,2025-09-01,4320.71
SKU00911,ST027,238,150,2025-09-01,2970.24
SKU00912,ST034,250,100,2025-09-01,5850.0
SKU00913,ST041,232,124,2025-09-01,7727.92
SKU00914,ST048,63,36,2025-09-01,3080.07
SKU00915,ST003,392,145,2025-09-01,25350.64
SKU00916,ST010,204,96,2025-09-01,16860.6
SKU00917,ST017,402,210,2025-09-01,29301.78
SKU00918,ST024,44,15,2025-09-01,4477.0
SKU00919,ST031,314,132,2025-09-01,28690.18
SKU00920,ST038,100,48,2025-09-01,12981.0
SKU00921,ST045,292,195,2025-09-01,33836.96
SKU00922,ST052,74,28,2025-09-01,1107.04
SKU00923,ST007,500,222,2025-09-01,14040.0
SKU00924,ST014,102,60,2025-09-01,4526.76
SKU00925,ST021,494,172,2025-09-01,24897.6
SKU00926,ST028,58,24,2025-09-01,3798.42
SKU00927,ST035,152,80,2025-09-01,11299.68
SKU00928,ST042,200,64,2025-09-01,15218.0
SKU00929,ST049,352,282,2025-09-01,38304.64
SKU00930,ST004,84,40,2025-09-01,8251.32
SKU00931,ST011,270,80,2025-09-01,34473.6
SKU00932,ST018,170,120,2025-09-01,1110.1
SKU00933,ST025,242,105,2025-09-01,5399.02
SKU00934,ST032,72,20,2025-09-01,2063.52
SKU00935,ST039,228,144,2025-09-01,8208.0
SKU00936,ST046,300,120,2025-09-01,19716.0
SKU00937,ST001,188,100,2025-09-01,12900.56
SKU00938,ST008,21,12,2025-09-01,1525.23
SKU00939,ST015,378,140,2025-09-01,32398.38
SKU00940,ST022,68,32,2025-09-01,6323.32
SKU00941,ST029,334,174,2025-09-01,35701.26
SKU00942,ST036,87,30,2025-09-01,9829.26
SKU00943,ST043,304,128,2025-09-01,7457.12
SKU00944,ST050,150,72,2025-09-01,4621.5
SKU00945,ST005,248,165,2025-09-01,10497.84
SKU00946,ST012,32,12,2025-09-01,1460.8
SKU00947,ST019,486,216,2025-09-01,32017.68
SKU00948,ST026,136,80,2025-09-01,11897.28
SKU00949,ST033,426,148,2025-09-01,32934.06
SKU00950,ST040,102,42,2025-09-01,10966.02
SKU00951,ST047,142,75,2025-09-01,15222.4
SKU00952,ST002,250,80,2025-09-01,25545.0
SKU00953,ST009,308,246,2025-09-01,3896.2
SKU00954,ST016,42,20,2025-09-01,698.46
SKU00955,ST023,256,76,2025-09-01,7221.76
SKU00956,ST030,204,144,2025-09-01,7140.0
SKU00957,ST037,518,225,2025-09-01,30069.9
SKU00958,ST044,116,32,2025-09-01,9551.44
SKU00959,ST051,218,138,2025-09-01,16807.8
SKU00960,ST006,100,40,2025-09-01,9467.0
SKU00961,ST013,142,76,2025-09-01,12799.88
SKU00962,ST020,52,30,2025-09-01,6669.52
SKU00963,ST027,364,135,2025-09-01,47640.32
SKU00964,ST034,102,48,2025-09-01,2525.52
SKU00965,ST041,264,138,2025-09-01,6800.64
SKU00966,ST048,29,10,2025-09-01,1050.38
SKU00967,ST003,294,124,2025-09-01,14755.86
SKU00968,ST010,200,96,2025-09-01,12944.0
SKU00969,ST017,202,135,2025-09-01,13933.96
SKU00970,ST024,63,24,2025-09-01,6128.01
SKU00971,ST031,472,210,2025-09-01,52561.92
SKU00972,ST038,170,100,2025-09-01,16063.3
SKU00973,ST045,356,124,2025-09-01,43118.72
SKU00974,ST052,44,18,2025-09-01,4817.12
SKU00975,ST007,133,70,2025-09-01,2086.77
SKU00976,ST014,300,96,2025-09-01,9726.0
SKU00977,ST021,262,210,2025-09-01,13432.74
SKU00978,ST028,74,35,2025-09-01,3140.56
SKU00979,ST035,243,72,2025-09-01,18638.1
SKU00980,ST042,68,48,2025-09-01,6353.92
SKU00981,ST049,448,195,2025-09-01,40158.72
SKU00982,ST004,58,16,2025-09-01,4856.92
SKU00983,ST011,209,132,2025-09-01,26620.33
SKU00984,ST018,150,60,2025-09-01,16372.5
SKU00985,ST025,322,172,2025-09-01,5622.12
SKU00986,ST032,84,48,2025-09-01,1753.92
SKU00987,ST039,351,130,2025-09-01,12218.31
SKU00988,ST046,136,64,2025-09-01,7791.44
SKU00989,ST001,540,282,2025-09-01,35672.4
SKU00990,ST008,72,25,2025-09-01,4692.24
SKU00991,ST015,285,120,2025-09-01,22321.2
SKU00992,ST022,250,120,2025-09-01,21362.5
SKU00993,ST029,158,105,2025-09-01,18361.18
SKU00994,ST036,21,8,2025-09-01,2152.71
SKU00995,ST043,459,204,2025-09-01,66366.81
SKU00996,ST050,204,120,2025-09-01,2639.76
SKU00997,ST005,288,100,2025-09-01,6312.96
SKU00998,ST012,87,36,2025-09-01,3607.89
SKU00999,ST019,361,190,2025-09-01,20280.98
SKU01000,ST026,100,32,2025-09-01,5442.0
SKU01001,ST033,218,174,2025-09-01,18041.68
SKU01002,ST040,32,15,2025-09-01,2199.68
SKU01003,ST047,230,68,2025-09-01,20198.6
SKU01004,ST002,102,72,2025-09-01,9222.84
SKU01005,ST009,380,165,2025-09-01,47161.8
SKU01006,ST016,102,28,2025-09-01,550.8
SKU01007,ST023,200,126,2025-09-01,3638.0
SKU01008,ST030,200,80,2025-09-01,6536.0
SKU01009,ST037,278,148,2025-09-01,9802.28
SKU01010,ST044,42,24,2025-09-01,2644.74
SKU01011,ST051,338,125,2025-09-01,20012.98
SKU01012,ST006,170,80,2025-09-01,12627.6
SKU01013,ST013,472,246,2025-09-01,38265.04
SKU01014,ST020,116,40,2025-09-01,12047.76
SKU01015,ST027,276,116,2025-09-01,25008.36
SKU01016,ST034,300,144,2025-09-01,31032.0
SKU01017,ST041,338,225,2025-09-01,4157.4
SKU01018,ST048,52,20,2025-09-01,1283.36
SKU01019,ST003,446,198,2025-09-01,17041.66
SKU01020,ST010,68,40,2025-09-01,3027.36
SKU01021,ST017,218,76,2025-09-01,11405.76
SKU01022,ST024,29,12,2025-09-01,2306.37
SKU01023,ST031,352,185,2025-09-01,28937.92
SKU01024,ST038,150,48,2025-09-01,14608.5
SKU01025,ST045,172,138,2025-09-01,18383.36
SKU01026,ST052,63,30,2025-09-01,7614.18
SKU01027,ST007,216,64,2025-09-01,23628.24
SKU01028,ST014,136,96,2025-09-01,3103.52
SKU01029,ST021,310,135,2025-09-01,11600.2
SKU01030,ST028,44,12,2025-09-01,1797.4
SKU01031,ST035,190,120,2025-09-01,13330.4
SKU01032,ST042,250,100,2025-09-01,14650.0
SKU01033,ST049,232,124,2025-09-01,20559.84
SKU01034,ST004,74,42,2025-09-01,6253.0
SKU01035,ST011,324,120,2025-09-01,28813.32
SKU01036,ST018,204,96,2025-09-01,20903.88
SKU01037,ST025,402,210,2025-09-01,54985.56
SKU01038,ST032,58,20,2025-09-01,872.9
SKU01039,ST039,266,112,2025-09-01,5482.26
SKU01040,ST046,100,48,2025-09-01,4533.0
SKU01041,ST001,292,195,2025-09-01,12094.64
SKU01042,ST008,84,32,2025-09-01,4688.04
SKU01043,ST015,432,192,2025-09-01,29345.76
SKU01044,ST022,102,60,2025-09-01,7053.3
SKU01045,ST029,494,172,2025-09-01,49483.98
SKU01046,ST036,72,30,2025-09-01,7385.04
SKU01047,ST043,342,180,2025-09-01,46351.26
SKU01048,ST050,200,64,2025-09-01,26626.0
SKU01049,ST005,352,282,2025-09-01,5276.48
SKU01050,ST012,21,10,2025-09-01,566.16
SKU01051,ST019,202,60,2025-09-01,9281.9
SKU01052,ST026,170,120,2025-09-01,8058.0
SKU01053,ST033,242,105,2025-09-01,12857.46
SKU01054,ST040,87,24,2025-09-01,7365.42
SKU01055,ST047,180,114,2025-09-01,16295.4
SKU01056,ST002,300,120,2025-09-01,28440.0
SKU01057,ST009,188,100,2025-09-01,24045.2
SKU01058,ST016,32,18,2025-09-01,4125.76
SKU01059,ST023,310,115,2025-09-01,2433.5
SKU01060,ST030,68,32,2025-09-01,1587.8
SKU01061,ST037,334,174,2025-09-01,11880.38
SKU01062,ST044,102,35,2025-09-01,3800.52
SKU01063,ST051,256,108,2025-09-01,15086.08
SKU01064,ST006,150,72,2025-09-01,8725.5
SKU01065,ST013,248,165,2025-09-01,21781.84
SKU01066,ST020,42,16,2025-09-01,3299.52
SKU01067,ST027,418,186,2025-09-01,50686.68
SKU01068,ST034,136,80,2025-09-01,14441.84
SKU01069,ST041,426,148,2025-09-01,55128.66
SKU01070,ST048,116,48,2025-09-01,1249.32
SKU01071,ST003,332,175,2025-09-01,7881.68
SKU01072,ST010,250,80,2025-09-01,9940.0
SKU01073,ST017,308,246,2025-09-01,15526.28
