po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO00085-1,SUP013,SKU00085,602,602,6.85,2026-05-09,2026-05-16,2026-05-16,ST017,1.0
PO00085-2,SUP013,SKU00085,602,602,6.85,2026-06-03,2026-06-10,2026-06-10,ST017,1.0
PO00085-3,SUP013,SKU00085,602,602,6.85,2026-06-28,2026-07-05,2026-07-05,ST017,1.0
PO00086-1,SUP016,SKU00086,56,56,26.03,2026-05-10,2026-05-18,2026-05-18,ST024,1.0
PO00086-2,SUP016,SKU00086,56,56,26.03,2026-06-04,2026-06-12,2026-06-12,ST024,1.0
PO00086-3,SUP016,SKU00086,56,56,26.03,2026-06-29,2026-07-07,2026-07-07,ST024,1.0
PO00087-1,SUP019,SKU00087,364,364,36.93,2026-05-11,2026-05-20,2026-05-20,ST031,1.0
PO00087-2,SUP019,SKU00087,364,364,36.93,2026-06-05,2026-06-14,2026-06-14,ST031,1.0
PO00087-3,SUP019,SKU00087,364,364,36.93,2026-06-30,2026-07-09,2026-07-09,ST031,1.0
PO00088-1,SUP022,SKU00088,224,224,49.27,2026-05-12,2026-05-22,2026-05-22,ST038,1.0
PO00088-2,SUP022,SKU00088,224,224,49.27,2026-06-06,2026-06-16,2026-06-16,ST038,1.0
PO00088-3,SUP022,SKU00088,224,224,49.27,2026-07-01,2026-07-11,2026-07-11,ST038,1.0
PO00089-1,SUP025,SKU00089,658,658,66.68,2026-05-13,2026-05-20,2026-05-20,ST045,1.0
PO00089-2,SUP025,SKU00089,658,658,66.68,2026-06-07,2026-06-14,2026-06-14,ST045,1.0
PO00089-3,SUP025,SKU00089,658,658,66.68,2026-07-02,2026-07-09,2026-07-09,ST045,1.0
PO00090-1,SUP028,SKU00090,112,112,79.67,2026-05-14,2026-05-22,2026-05-22,ST052,1.0
PO00090-2,SUP028,SKU00090,112,112,79.67,2026-06-08,2026-06-16,2026-06-16,ST052,1.0
PO00090-3,SUP028,SKU00090,112,112,79.67,2026-07-03,2026-07-11,2026-07-11,ST052,1.0
PO00091-1,SUP031,SKU00091,420,420,78.81,2026-05-15,2026-05-24,2026-05-24,ST007,1.0
PO00091-2,SUP031,SKU00091,420,420,78.81,2026-06-09,2026-06-18,2026-06-18,ST007,1.0
PO00091-3,SUP031,SKU00091,420,420,78.81,2026-07-04,2026-07-13,2026-07-13,ST007,1.0
PO00092-1,SUP034,SKU00092,280,280,85.26,2026-05-09,2026-05-19,2026-05-19,ST014,1.0
PO00092-2,SUP034,SKU00092,280,280,85.26,2026-06-03,2026-06-13,2026-06-13,ST014,1.0
PO00092-3,SUP034,SKU00092,280,280,85.26,2026-06-28,2026-07-08,2026-07-08,ST014,1.0
PO00093-1,SUP037,SKU00093,294,294,99.65,2026-05-10,2026-05-17,2026-05-17,ST021,1.0
PO00093-2,SUP037,SKU00093,294,294,99.65,2026-06-04,2026-06-11,2026-06-11,ST021,1.0
PO00093-3,SUP037,SKU00093,294,294,99.65,2026-06-29,2026-07-06,2026-07-06,ST021,1.0
PO00094-1,SUP040,SKU00094,70,70,124.49,2026-05-11,2026-05-19,2026-05-19,ST028,1.0
PO00094-2,SUP040,SKU00094,70,70,124.49,2026-06-05,2026-06-13,2026-06-13,ST028,1.0
PO00094-3,SUP040,SKU00094,70,70,124.49,2026-06-30,2026-07-08,2026-07-08,ST028,1.0
PO00095-1,SUP043,SKU00095,476,476,117.06,2026-05-12,2026-05-21,2026-05-21,ST035,1.0
PO00095-2,SUP043,SKU00095,476,476,117.06,2026-06-06,2026-06-15,2026-06-15,ST035,1.0
PO00095-3,SUP043,SKU00095,476,476,117.06,2026-07-01,2026-07-10,2026-07-10,ST035,1.0
PO00096-1,SUP046,SKU00096,336,336,25.4,2026-05-13,2026-05-23,2026-05-23,ST042,1.0
PO00096-2,SUP046,SKU00096,336,336,25.4,2026-06-07,2026-06-17,2026-06-17,ST042,1.0
PO00096-3,SUP046,SKU00096,336,336,25.4,2026-07-02,2026-07-12,2026-07-12,ST042,1.0
PO00097-1,SUP049,SKU00097,350,350,25.45,2026-05-14,2026-05-21,2026-05-21,ST049,1.0
PO00097-2,SUP049,SKU00097,350,350,25.45,2026-06-08,2026-06-15,2026-06-15,ST049,1.0
PO00097-3,SUP049,SKU00097,350,350,25.45,2026-07-03,2026-07-10,2026-07-10,ST049,1.0
PO00098-1,SUP052,SKU00098,28,28,45.57,2026-05-15,2026-05-23,2026-05-23,ST004,1.0
PO00098-2,SUP052,SKU00098,28,28,45.57,2026-06-09,2026-06-17,2026-06-17,ST004,1.0
PO00098-3,SUP052,SKU00098,28,28,45.57,2026-07-04,2026-07-12,2026-07-12,ST004,1.0
PO00099-1,SUP055,SKU00099,532,532,55.38,2026-05-09,2026-05-18,2026-05-18,ST011,1.0
PO00099-2,SUP055,SKU00099,532,532,55.38,2026-06-03,2026-06-12,2026-06-12,ST011,1.0
PO00099-3,SUP055,SKU00099,532,532,55.38,2026-06-28,2026-07-07,2026-07-07,ST011,1.0
PO00100-1,SUP058,SKU00100,112,112,47.76,2026-05-10,2026-05-20,2026-05-20,ST018,1.0
PO00100-2,SUP058,SKU00100,112,112,47.76,2026-06-04,2026-06-14,2026-06-14,ST018,1.0
PO00100-3,SUP058,SKU00100,112,112,47.76,2026-06-29,2026-07-09,2026-07-09,ST018,1.0
PO00101-1,SUP061,SKU00101,406,406,80.44,2026-05-11,2026-05-18,2026-05-18,ST025,1.0
PO00101-2,SUP061,SKU00101,406,406,80.44,2026-06-05,2026-06-12,2026-06-12,ST025,1.0
PO00101-3,SUP061,SKU00101,406,406,80.44,2026-06-30,2026-07-07,2026-07-07,ST025,1.0
PO00102-1,SUP064,SKU00102,84,84,75.72,2026-05-12,2026-05-20,2026-05-20,ST032,1.0
PO00102-2,SUP064,SKU00102,84,84,75.72,2026-06-06,2026-06-14,2026-06-14,ST032,1.0
PO00102-3,SUP064,SKU00102,84,84,75.72,2026-07-01,2026-07-09,2026-07-09,ST032,1.0
PO00103-1,SUP067,SKU00103,238,238,106.83,2026-05-13,2026-05-22,2026-05-22,ST039,1.0
PO00103-2,SUP067,SKU00103,238,238,106.83,2026-06-07,2026-06-16,2026-06-16,ST039,1.0
PO00103-3,SUP067,SKU00103,238,238,106.83,2026-07-02,2026-07-11,2026-07-11,ST039,1.0
PO00104-1,SUP070,SKU00104,168,168,128.05,2026-05-14,2026-05-24,2026-05-24,ST046,1.0
PO00104-2,SUP070,SKU00104,168,168,128.05,2026-06-08,2026-06-18,2026-06-18,ST046,1.0
PO00104-3,SUP070,SKU00104,168,168,128.05,2026-07-03,2026-07-13,2026-07-13,ST046,1.0
PO00105-1,SUP073,SKU00105,462,462,99.81,2026-05-15,2026-05-22,2026-05-22,ST001,1.0
PO00105-2,SUP073,SKU00105,462,462,99.81,2026-06-09,2026-06-16,2026-06-16,ST001,1.0
PO00105-3,SUP073,SKU00105,462,462,99.81,2026-07-04,2026-07-11,2026-07-11,ST001,1.0
PO00106-1,SUP076,SKU00106,42,42,15.24,2026-05-09,2026-05-17,2026-05-17,ST008,1.0
PO00106-2,SUP076,SKU00106,42,42,15.24,2026-06-03,2026-06-11,2026-06-11,ST008,1.0
PO00106-3,SUP076,SKU00106,42,42,15.24,2026-06-28,2026-07-06,2026-07-06,ST008,1.0
PO00107-1,SUP079,SKU00107,294,294,19.93,2026-05-10,2026-05-19,2026-05-19,ST015,1.0
PO00107-2,SUP079,SKU00107,294,294,19.93,2026-06-04,2026-06-13,2026-06-13,ST015,1.0
PO00107-3,SUP079,SKU00107,294,294,19.93,2026-06-29,2026-07-08,2026-07-08,ST015,1.0
PO00108-1,SUP002,SKU00108,224,224,43.84,2026-05-11,2026-05-21,2026-05-21,ST022,1.0
PO00108-2,SUP002,SKU00108,224,224,43.84,2026-06-05,2026-06-15,2026-06-15,ST022,1.0
PO00108-3,SUP002,SKU00108,224,224,43.84,2026-06-30,2026-07-10,2026-07-10,ST022,1.0
PO00109-1,SUP005,SKU00109,518,518,41.37,2026-05-12,2026-05-19,2026-05-19,ST029,1.0
PO00109-2,SUP005,SKU00109,518,518,41.37,2026-06-06,2026-06-13,2026-06-13,ST029,1.0
PO00109-3,SUP005,SKU00109,518,518,41.37,2026-07-01,2026-07-08,2026-07-08,ST029,1.0
PO00110-1,SUP008,SKU00110,98,98,68.03,2026-05-13,2026-05-21,2026-05-21,ST036,1.0
PO00110-2,SUP008,SKU00110,98,98,68.03,2026-06-07,2026-06-15,2026-06-15,ST036,1.0
PO00110-3,SUP008,SKU00110,98,98,68.03,2026-07-02,2026-07-10,2026-07-10,ST036,1.0
PO00111-1,SUP011,SKU00111,350,350,65.54,2026-05-14,2026-05-23,2026-05-23,ST043,1.0
PO00111-2,SUP011,SKU00111,350,350,65.54,2026-06-08,2026-06-17,2026-06-17,ST043,1.0
PO00111-3,SUP011,SKU00111,350,350,65.54,2026-07-03,2026-07-12,2026-07-12,ST043,1.0
PO00112-1,SUP014,SKU00112,280,280,82.69,2026-05-15,2026-05-25,2026-05-25,ST050,1.0
PO00112-2,SUP014,SKU00112,280,280,82.69,2026-06-09,2026-06-19,2026-06-19,ST050,1.0
PO00112-3,SUP014,SKU00112,280,280,82.69,2026-07-04,2026-07-14,2026-07-14,ST050,1.0
PO00113-1,SUP017,SKU00113,574,574,95.51,2026-05-09,2026-05-16,2026-05-16,ST005,1.0
PO00113-2,SUP017,SKU00113,574,574,95.51,2026-06-03,2026-06-10,2026-06-10,ST005,1.0
PO00113-3,SUP017,SKU00113,574,574,95.51,2026-06-28,2026-07-05,2026-07-05,ST005,1.0
PO00114-1,SUP020,SKU00114,56,56,108.55,2026-05-10,2026-05-18,2026-05-18,ST012,1.0
PO00114-2,SUP020,SKU00114,56,56,108.55,2026-06-04,2026-06-12,2026-06-12,ST012,1.0
PO00114-3,SUP020,SKU00114,56,56,108.55,2026-06-29,2026-07-07,2026-07-07,ST012,1.0
PO00115-1,SUP023,SKU00115,406,406,94.79,2026-05-11,2026-05-20,2026-05-20,ST019,1.0
PO00115-2,SUP023,SKU00115,406,406,94.79,2026-06-05,2026-06-14,2026-06-14,ST019,1.0
PO00115-3,SUP023,SKU00115,406,406,94.79,2026-06-30,2026-07-09,2026-07-09,ST019,1.0
PO00116-1,SUP026,SKU00116,336,336,149.29,2026-05-12,2026-05-22,2026-05-22,ST026,1.0
PO00116-2,SUP026,SKU00116,336,336,149.29,2026-06-06,2026-06-16,2026-06-16,ST026,1.0
PO00116-3,SUP026,SKU00116,336,336,149.29,2026-07-01,2026-07-11,2026-07-11,ST026,1.0
PO00117-1,SUP029,SKU00117,630,630,16.58,2026-05-13,2026-05-20,2026-05-20,ST033,1.0
PO00117-2,SUP029,SKU00117,630,630,16.58,2026-06-07,2026-06-14,2026-06-14,ST033,1.0
PO00117-3,SUP029,SKU00117,630,630,16.58,2026-07-02,2026-07-09,2026-07-09,ST033,1.0
PO00118-1,SUP032,SKU00118,112,112,31.19,2026-05-14,2026-05-22,2026-05-22,ST040,1.0
PO00118-2,SUP032,SKU00118,112,112,31.19,2026-06-08,2026-06-16,2026-06-16,ST040,1.0
PO00118-3,SUP032,SKU00118,112,112,31.19,2026-07-03,2026-07-11,2026-07-11,ST040,1.0
PO00119-1,SUP035,SKU00119,462,462,39.25,2026-05-15,2026-05-24,2026-05-24,ST047,1.0
PO00119-2,SUP035,SKU00119,462,462,39.25,2026-06-09,2026-06-18,2026-06-18,ST047,1.0
PO00119-3,SUP035,SKU00119,462,462,39.25,2026-07-04,2026-07-13,2026-07-13,ST047,1.0
PO00120-1,SUP038,SKU00120,112,112,39.85,2026-05-09,2026-05-19,2026-05-19,ST002,1.0
PO00120-2,SUP038,SKU00120,112,112,39.85,2026-06-03,2026-06-13,2026-06-13,ST002,1.0
PO00120-3,SUP038,SKU00120,112,112,39.85,2026-06-28,2026-07-08,2026-07-08,ST002,1.0
PO00121-1,SUP041,SKU00121,266,266,59.46,2026-05-10,2026-05-17,2026-05-17,ST009,1.0
PO00121-2,SUP041,SKU00121,266,266,59.46,2026-06-04,2026-06-11,2026-06-11,ST009,1.0
PO00121-3,SUP041,SKU00121,266,266,59.46,2026-06-29,2026-07-06,2026-07-06,ST009,1.0
PO00122-1,SUP044,SKU00122,70,70,69.12,2026-05-11,2026-05-19,2026-05-19,ST016,1.0
PO00122-2,SUP044,SKU00122,70,70,69.12,2026-06-05,2026-06-13,2026-06-13,ST016,1.0
PO00122-3,SUP044,SKU00122,70,70,69.12,2026-06-30,2026-07-08,2026-07-08,ST016,1.0
PO00123-1,SUP047,SKU00123,518,518,85.63,2026-05-12,2026-05-21,2026-05-21,ST023,1.0
PO00123-2,SUP047,SKU00123,518,518,85.63,2026-06-06,2026-06-15,2026-06-15,ST023,1.0
PO00123-3,SUP047,SKU00123,518,518,85.63,2026-07-01,2026-07-10,2026-07-10,ST023,1.0
PO00124-1,SUP050,SKU00124,168,168,101.42,2026-05-13,2026-05-23,2026-05-23,ST030,1.0
PO00124-2,SUP050,SKU00124,168,168,101.42,2026-06-07,2026-06-17,2026-06-17,ST030,1.0
PO00124-3,SUP050,SKU00124,168,168,101.42,2026-07-02,2026-07-12,2026-07-12,ST030,1.0
PO00125-1,SUP053,SKU00125,322,322,115.38,2026-05-14,2026-05-21,2026-05-21,ST037,1.0
PO00125-2,SUP053,SKU00125,322,322,115.38,2026-06-08,2026-06-15,2026-06-15,ST037,1.0
PO00125-3,SUP053,SKU00125,322,322,115.38,2026-07-03,2026-07-10,2026-07-10,ST037,1.0
PO00126-1,SUP056,SKU00126,28,28,117.64,2026-05-15,2026-05-23,2026-05-23,ST044,1.0
PO00126-2,SUP056,SKU00126,28,28,117.64,2026-06-09,2026-06-17,2026-06-17,ST044,1.0
PO00126-3,SUP056,SKU00126,28,28,117.64,2026-07-04,2026-07-12,2026-07-12,ST044,1.0
PO00127-1,SUP059,SKU00127,224,224,141.02,2026-05-09,2026-05-18,2026-05-18,ST051,1.0
PO00127-2,SUP059,SKU00127,224,224,141.02,2026-06-03,2026-06-12,2026-06-12,ST051,1.0
PO00127-3,SUP059,SKU00127,224,224,141.02,2026-06-28,2026-07-07,2026-07-07,ST051,1.0
PO00128-1,SUP062,SKU00128,224,224,16.16,2026-05-10,2026-05-20,2026-05-20,ST006,1.0
PO00128-2,SUP062,SKU00128,224,224,16.16,2026-06-04,2026-06-14,2026-06-14,ST006,1.0
PO00128-3,SUP062,SKU00128,224,224,16.16,2026-06-29,2026-07-09,2026-07-09,ST006,1.0
PO00129-1,SUP065,SKU00129,378,378,27.84,2026-05-11,2026-05-18,2026-05-18,ST013,1.0
PO00129-2,SUP065,SKU00129,378,378,27.84,2026-06-05,2026-06-12,2026-06-12,ST013,1.0
PO00129-3,SUP065,SKU00129,378,378,27.84,2026-06-30,2026-07-07,2026-07-07,ST013,1.0
PO00130-1,SUP068,SKU00130,84,84,47.82,2026-05-12,2026-05-20,2026-05-20,ST020,1.0
PO00130-2,SUP068,SKU00130,84,84,47.82,2026-06-06,2026-06-14,2026-06-14,ST020,1.0
PO00130-3,SUP068,SKU00130,84,84,47.82,2026-07-01,2026-07-09,2026-07-09,ST020,1.0
PO00131-1,SUP071,SKU00131,280,280,61.59,2026-05-13,2026-05-22,2026-05-22,ST027,1.0
PO00131-2,SUP071,SKU00131,280,280,61.59,2026-06-07,2026-06-16,2026-06-16,ST027,1.0
PO00131-3,SUP071,SKU00131,280,280,61.59,2026-07-02,2026-07-11,2026-07-11,ST027,1.0
PO00132-1,SUP074,SKU00132,280,280,54.44,2026-05-14,2026-05-24,2026-05-24,ST034,1.0
PO00132-2,SUP074,SKU00132,280,280,54.44,2026-06-08,2026-06-18,2026-06-18,ST034,1.0
PO00132-3,SUP074,SKU00132,280,280,54.44,2026-07-03,2026-07-13,2026-07-13,ST034,1.0
PO00133-1,SUP077,SKU00133,434,434,77.63,2026-05-15,2026-05-22,2026-05-22,ST041,1.0
PO00133-2,SUP077,SKU00133,434,434,77.63,2026-06-09,2026-06-16,2026-06-16,ST041,1.0
PO00133-3,SUP077,SKU00133,434,434,77.63,2026-07-04,2026-07-11,2026-07-11,ST041,1.0
PO00134-1,SUP080,SKU00134,42,42,85.57,2026-05-09,2026-05-17,2026-05-17,ST048,1.0
PO00134-2,SUP080,SKU00134,42,42,85.57,2026-06-03,2026-06-11,2026-06-11,ST048,1.0
PO00134-3,SUP080,SKU00134,42,42,85.57,2026-06-28,2026-07-06,2026-07-06,ST048,1.0
PO00135-1,SUP003,SKU00135,336,336,112.42,2026-05-10,2026-05-19,2026-05-19,ST003,1.0
PO00135-2,SUP003,SKU00135,336,336,112.42,2026-06-04,2026-06-13,2026-06-13,ST003,1.0
PO00135-3,SUP003,SKU00135,336,336,112.42,2026-06-29,2026-07-08,2026-07-08,ST003,1.0
PO00136-1,SUP006,SKU00136,336,336,90.77,2026-05-11,2026-05-21,2026-05-21,ST010,1.0
PO00136-2,SUP006,SKU00136,336,336,90.77,2026-06-05,2026-06-15,2026-06-15,ST010,1.0
PO00136-3,SUP006,SKU00136,336,336,90.77,2026-06-30,2026-07-10,2026-07-10,ST010,1.0
PO00137-1,SUP009,SKU00137,490,490,116.43,2026-05-12,2026-05-19,2026-05-19,ST017,1.0
PO00137-2,SUP009,SKU00137,490,490,116.43,2026-06-06,2026-06-13,2026-06-13,ST017,1.0
PO00137-3,SUP009,SKU00137,490,490,116.43,2026-07-01,2026-07-08,2026-07-08,ST017,1.0
PO00138-1,SUP012,SKU00138,98,98,17.63,2026-05-13,2026-05-21,2026-05-21,ST024,1.0
PO00138-2,SUP012,SKU00138,98,98,17.63,2026-06-07,2026-06-15,2026-06-15,ST024,1.0
PO00138-3,SUP012,SKU00138,98,98,17.63,2026-07-02,2026-07-10,2026-07-10,ST024,1.0
PO00139-1,SUP015,SKU00139,392,392,17.21,2026-05-14,2026-05-23,2026-05-23,ST031,1.0
PO00139-2,SUP015,SKU00139,392,392,17.21,2026-06-08,2026-06-17,2026-06-17,ST031,1.0
PO00139-3,SUP015,SKU00139,392,392,17.21,2026-07-03,2026-07-12,2026-07-12,ST031,1.0
PO00140-1,SUP018,SKU00140,112,112,39.88,2026-05-15,2026-05-25,2026-05-25,ST038,1.0
PO00140-2,SUP018,SKU00140,112,112,39.88,2026-06-09,2026-06-19,2026-06-19,ST038,1.0
PO00140-3,SUP018,SKU00140,112,112,39.88,2026-07-04,2026-07-14,2026-07-14,ST038,1.0
PO00141-1,SUP021,SKU00141,546,546,48.15,2026-05-09,2026-05-16,2026-05-16,ST045,1.0
PO00141-2,SUP021,SKU00141,546,546,48.15,2026-06-03,2026-06-10,2026-06-10,ST045,1.0
PO00141-3,SUP021,SKU00141,546,546,48.15,2026-06-28,2026-07-05,2026-07-05,ST045,1.0
PO00142-1,SUP024,SKU00142,56,56,61.01,2026-05-10,2026-05-18,2026-05-18,ST052,1.0
PO00142-2,SUP024,SKU00142,56,56,61.01,2026-06-04,2026-06-12,2026-06-12,ST052,1.0
PO00142-3,SUP024,SKU00142,56,56,61.01,2026-06-29,2026-07-07,2026-07-07,ST052,1.0
PO00143-1,SUP027,SKU00143,448,448,59.6,2026-05-11,2026-05-20,2026-05-20,ST007,1.0
PO00143-2,SUP027,SKU00143,448,448,59.6,2026-06-05,2026-06-14,2026-06-14,ST007,1.0
PO00143-3,SUP027,SKU00143,448,448,59.6,2026-06-30,2026-07-09,2026-07-09,ST007,1.0
PO00144-1,SUP030,SKU00144,168,168,73.19,2026-05-12,2026-05-22,2026-05-22,ST014,1.0
PO00144-2,SUP030,SKU00144,168,168,73.19,2026-06-06,2026-06-16,2026-06-16,ST014,1.0
PO00144-3,SUP030,SKU00144,168,168,73.19,2026-07-01,2026-07-11,2026-07-11,ST014,1.0
PO00145-1,SUP033,SKU00145,602,602,102.08,2026-05-13,2026-05-20,2026-05-20,ST021,1.0
PO00145-2,SUP033,SKU00145,602,602,102.08,2026-06-07,2026-06-14,2026-06-14,ST021,1.0
PO00145-3,SUP033,SKU00145,602,602,102.08,2026-07-02,2026-07-09,2026-07-09,ST021,1.0
PO00146-1,SUP036,SKU00146,112,112,89.28,2026-05-14,2026-05-22,2026-05-22,ST028,1.0
PO00146-2,SUP036,SKU00146,112,112,89.28,2026-06-08,2026-06-16,2026-06-16,ST028,1.0
PO00146-3,SUP036,SKU00146,112,112,89.28,2026-07-03,2026-07-11,2026-07-11,ST028,1.0
PO00147-1,SUP039,SKU00147,504,504,126.4,2026-05-15,2026-05-24,2026-05-24,ST035,1.0
PO00147-2,SUP039,SKU00147,504,504,126.4,2026-06-09,2026-06-18,2026-06-18,ST035,1.0
PO00147-3,SUP039,SKU00147,504,504,126.4,2026-07-04,2026-07-13,2026-07-13,ST035,1.0
PO00148-1,SUP042,SKU00148,224,224,137.23,2026-05-09,2026-05-19,2026-05-19,ST042,1.0
PO00148-2,SUP042,SKU00148,224,224,137.23,2026-06-03,2026-06-13,2026-06-13,ST042,1.0
PO00148-3,SUP042,SKU00148,224,224,137.23,2026-06-28,2026-07-08,2026-07-08,ST042,1.0
PO00149-1,SUP045,SKU00149,658,658,24.06,2026-05-10,2026-05-17,2026-05-17,ST049,1.0
PO00149-2,SUP045,SKU00149,658,658,24.06,2026-06-04,2026-06-11,2026-06-11,ST049,1.0
PO00149-3,SUP045,SKU00149,658,658,24.06,2026-06-29,2026-07-06,2026-07-06,ST049,1.0
PO00150-1,SUP048,SKU00150,70,70,32.68,2026-05-11,2026-05-19,2026-05-19,ST004,1.0
PO00150-2,SUP048,SKU00150,70,70,32.68,2026-06-05,2026-06-13,2026-06-13,ST004,1.0
PO00150-3,SUP048,SKU00150,70,70,32.68,2026-06-30,2026-07-08,2026-07-08,ST004,1.0
PO00151-1,SUP051,SKU00151,210,210,49.71,2026-05-12,2026-05-21,2026-05-21,ST011,1.0
PO00151-2,SUP051,SKU00151,210,210,49.71,2026-06-06,2026-06-15,2026-06-15,ST011,1.0
PO00151-3,SUP051,SKU00151,210,210,49.71,2026-07-01,2026-07-10,2026-07-10,ST011,1.0
PO00152-1,SUP054,SKU00152,280,280,44.41,2026-05-13,2026-05-23,2026-05-23,ST018,1.0
PO00152-2,SUP054,SKU00152,280,280,44.41,2026-06-07,2026-06-17,2026-06-17,ST018,1.0
PO00152-3,SUP054,SKU00152,280,280,44.41,2026-07-02,2026-07-12,2026-07-12,ST018,1.0
PO00153-1,SUP057,SKU00153,294,294,67.2,2026-05-14,2026-05-21,2026-05-21,ST025,1.0
PO00153-2,SUP057,SKU00153,294,294,67.2,2026-06-08,2026-06-15,2026-06-15,ST025,1.0
PO00153-3,SUP057,SKU00153,294,294,67.2,2026-07-03,2026-07-10,2026-07-10,ST025,1.0
PO00154-1,SUP060,SKU00154,28,28,61.04,2026-05-15,2026-05-23,2026-05-23,ST032,1.0
PO00154-2,SUP060,SKU00154,28,28,61.04,2026-06-09,2026-06-17,2026-06-17,ST032,1.0
PO00154-3,SUP060,SKU00154,28,28,61.04,2026-07-04,2026-07-12,2026-07-12,ST032,1.0
PO00155-1,SUP063,SKU00155,266,266,77.59,2026-05-09,2026-05-18,2026-05-18,ST039,1.0
PO00155-2,SUP063,SKU00155,266,266,77.59,2026-06-03,2026-06-12,2026-06-12,ST039,1.0
PO00155-3,SUP063,SKU00155,266,266,77.59,2026-06-28,2026-07-07,2026-07-07,ST039,1.0
PO00156-1,SUP066,SKU00156,336,336,83.7,2026-05-10,2026-05-20,2026-05-20,ST046,1.0
PO00156-2,SUP066,SKU00156,336,336,83.7,2026-06-04,2026-06-14,2026-06-14,ST046,1.0
PO00156-3,SUP066,SKU00156,336,336,83.7,2026-06-29,2026-07-09,2026-07-09,ST046,1.0
PO00157-1,SUP069,SKU00157,350,350,94.39,2026-05-11,2026-05-18,2026-05-18,ST001,1.0
PO00157-2,SUP069,SKU00157,350,350,94.39,2026-06-05,2026-06-12,2026-06-12,ST001,1.0
PO00157-3,SUP069,SKU00157,350,350,94.39,2026-06-30,2026-07-07,2026-07-07,ST001,1.0
PO00158-1,SUP072,SKU00158,84,84,116.76,2026-05-12,2026-05-20,2026-05-20,ST008,1.0
PO00158-2,SUP072,SKU00158,84,84,116.76,2026-06-06,2026-06-14,2026-06-14,ST008,1.0
PO00158-3,SUP072,SKU00158,84,84,116.76,2026-07-01,2026-07-09,2026-07-09,ST008,1.0
PO00159-1,SUP075,SKU00159,322,322,11.67,2026-05-13,2026-05-22,2026-05-22,ST015,1.0
PO00159-2,SUP075,SKU00159,322,322,11.67,2026-06-07,2026-06-16,2026-06-16,ST015,1.0
PO00159-3,SUP075,SKU00159,322,322,11.67,2026-07-02,2026-07-11,2026-07-11,ST015,1.0
PO00160-1,SUP078,SKU00160,112,112,28.32,2026-05-14,2026-05-24,2026-05-24,ST022,1.0
PO00160-2,SUP078,SKU00160,112,112,28.32,2026-06-08,2026-06-18,2026-06-18,ST022,1.0
PO00160-3,SUP078,SKU00160,112,112,28.32,2026-07-03,2026-07-13,2026-07-13,ST022,1.0
PO00161-1,SUP001,SKU00161,406,406,26.8,2026-05-15,2026-05-22,2026-05-22,ST029,1.0
PO00161-2,SUP001,SKU00161,406,406,26.8,2026-06-09,2026-06-16,2026-06-16,ST029,1.0
PO00161-3,SUP001,SKU00161,406,406,26.8,2026-07-04,2026-07-11,2026-07-11,ST029,1.0
PO00162-1,SUP004,SKU00162,42,42,54.53,2026-05-09,2026-05-17,2026-05-17,ST036,1.0
PO00162-2,SUP004,SKU00162,42,42,54.53,2026-06-03,2026-06-11,2026-06-11,ST036,1.0
PO00162-3,SUP004,SKU00162,42,42,54.53,2026-06-28,2026-07-06,2026-07-06,ST036,1.0
PO00163-1,SUP007,SKU00163,378,378,60.19,2026-05-10,2026-05-19,2026-05-19,ST043,1.0
PO00163-2,SUP007,SKU00163,378,378,60.19,2026-06-04,2026-06-13,2026-06-13,ST043,1.0
PO00163-3,SUP007,SKU00163,378,378,60.19,2026-06-29,2026-07-08,2026-07-08,ST043,1.0
PO00164-1,SUP010,SKU00164,168,168,62.52,2026-05-11,2026-05-21,2026-05-21,ST050,1.0
PO00164-2,SUP010,SKU00164,168,168,62.52,2026-06-05,2026-06-15,2026-06-15,ST050,1.0
PO00164-3,SUP010,SKU00164,168,168,62.52,2026-06-30,2026-07-10,2026-07-10,ST050,1.0
PO00165-1,SUP013,SKU00165,462,462,65.53,2026-05-12,2026-05-19,2026-05-19,ST005,1.0
PO00165-2,SUP013,SKU00165,462,462,65.53,2026-06-06,2026-06-13,2026-06-13,ST005,1.0
PO00165-3,SUP013,SKU00165,462,462,65.53,2026-07-01,2026-07-08,2026-07-08,ST005,1.0
PO00166-1,SUP016,SKU00166,98,98,89.75,2026-05-13,2026-05-21,2026-05-21,ST012,1.0
PO00166-2,SUP016,SKU00166,98,98,89.75,2026-06-07,2026-06-15,2026-06-15,ST012,1.0
PO00166-3,SUP016,SKU00166,98,98,89.75,2026-07-02,2026-07-10,2026-07-10,ST012,1.0
PO00167-1,SUP019,SKU00167,434,434,88.26,2026-05-14,2026-05-23,2026-05-23,ST019,1.0
PO00167-2,SUP019,SKU00167,434,434,88.26,2026-06-08,2026-06-17,2026-06-17,ST019,1.0
PO00167-3,SUP019,SKU00167,434,434,88.26,2026-07-03,2026-07-12,2026-07-12,ST019,1.0
PO00168-1,SUP022,SKU00168,224,224,102.85,2026-05-15,2026-05-25,2026-05-25,ST026,1.0
PO00168-2,SUP022,SKU00168,224,224,102.85,2026-06-09,2026-06-19,2026-06-19,ST026,1.0
PO00168-3,SUP022,SKU00168,224,224,102.85,2026-07-04,2026-07-14,2026-07-14,ST026,1.0
PO00169-1,SUP025,SKU00169,518,518,123.89,2026-05-09,2026-05-16,2026-05-16,ST033,1.0
