sku,name,category,unit_cost,selling_price
SKU01746,Midan Frozen Product 1746,Frozen,111.88,249.87
SKU01747,Midan Household Product 1747,Household,124.79,307.73
SKU01748,Midan Baby Product 1748,Baby,22.26,37.51
SKU01749,Midan Fresh Product 1749,Fresh,21.41,59.93
SKU01750,Midan Pharmacy Product 1750,Pharmacy,35.97,80.01
SKU01751,Midan Beverages Product 1751,Beverages,53.0,94.03
SKU01752,Midan Dairy Product 1752,Dairy,75.41,134.01
SKU01753,Midan Snacks Product 1753,Snacks,91.56,154.86
SKU01754,Midan Grocery Product 1754,Grocery,87.16,176.54
SKU01755,Midan Personal Care Product 1755,Personal Care,93.53,202.64
SKU01756,Midan Frozen Product 1756,Frozen,111.57,211.5
SKU01757,Midan Household Product 1757,Household,137.8,269.37
SKU01758,Midan Baby Product 1758,Baby,10.2,18.69
SKU01759,Midan Fresh Product 1759,Fresh,16.82,35.21
SKU01760,Midan Pharmacy Product 1760,Pharmacy,38.68,78.39
SKU01761,Midan Beverages Product 1761,Beverages,46.01,114.54
SKU01762,Midan Dairy Product 1762,Dairy,56.53,127.05
SKU01763,Midan Snacks Product 1763,Snacks,69.38,133.49
SKU01764,Midan Grocery Product 1764,Grocery,82.72,164.53
SKU01765,Midan Personal Care Product 1765,Personal Care,80.68,191.06
SKU01766,Midan Frozen Product 1766,Frozen,117.35,199.72
SKU01767,Midan Household Product 1767,Household,111.52,239.14
SKU01768,Midan Baby Product 1768,Baby,145.19,260.44
SKU01769,Midan Fresh Product 1769,Fresh,17.91,42.24
SKU01770,Midan Pharmacy Product 1770,Pharmacy,27.86,69.35
SKU01771,Midan Beverages Product 1771,Beverages,54.86,103.76
SKU01772,Midan Dairy Product 1772,Dairy,43.91,116.67
SKU01773,Midan Snacks Product 1773,Snacks,57.15,126.2
SKU01774,Midan Grocery Product 1774,Grocery,68.84,171.45
SKU01775,Midan Personal Care Product 1775,Personal Care,83.93,161.89
SKU01776,Midan Frozen Product 1776,Frozen,104.16,193.37
SKU01777,Midan Household Product 1777,Household,107.41,236.96
SKU01778,Midan Baby Product 1778,Baby,137.55,263.23
SKU01779,Midan Fresh Product 1779,Fresh,7.13,19.44
SKU01780,Midan Pharmacy Product 1780,Pharmacy,27.96,54.14
SKU01781,Midan Beverages Product 1781,Beverages,27.82,52.47
SKU01782,Midan Dairy Product 1782,Dairy,45.91,87.32
SKU01783,Midan Snacks Product 1783,Snacks,53.89,105.91
SKU01784,Midan Grocery Product 1784,Grocery,76.16,130.99
SKU01785,Midan Personal Care Product 1785,Personal Care,68.62,167.19
SKU01786,Midan Frozen Product 1786,Frozen,72.69,157.17
SKU01787,Midan Household Product 1787,Household,90.54,208.3
SKU01788,Midan Baby Product 1788,Baby,107.47,253.54
SKU01789,Midan Fresh Product 1789,Fresh,137.01,279.85
SKU01790,Midan Pharmacy Product 1790,Pharmacy,11.88,25.73
SKU01791,Midan Beverages Product 1791,Beverages,29.09,67.74
SKU01792,Midan Dairy Product 1792,Dairy,49.35,86.06
SKU01793,Midan Snacks Product 1793,Snacks,51.41,92.84
SKU01794,Midan Grocery Product 1794,Grocery,60.85,137.07
SKU01795,Midan Personal Care Product 1795,Personal Care,65.8,141.73
SKU01796,Midan Frozen Product 1796,Frozen,76.78,180.51
SKU01797,Midan Household Product 1797,Household,99.56,195.5
SKU01798,Midan Baby Product 1798,Baby,108.17,202.46
SKU01799,Midan Fresh Product 1799,Fresh,101.93,280.87
SKU01800,Midan Pharmacy Product 1800,Pharmacy,9.16,19.94
SKU01801,Midan Beverages Product 1801,Beverages,19.39,52.67
SKU01802,Midan Dairy Product 1802,Dairy,39.07,67.99
SKU01803,Midan Snacks Product 1803,Snacks,54.83,95.66
SKU01804,Midan Grocery Product 1804,Grocery,44.29,109.99
SKU01805,Midan Personal Care Product 1805,Personal Care,70.47,141.08
SKU01806,Midan Frozen Product 1806,Frozen,82.72,151.12
SKU01807,Midan Household Product 1807,Household,91.96,161.74
SKU01808,Midan Baby Product 1808,Baby,106.38,224.57
SKU01809,Midan Fresh Product 1809,Fresh,90.02,191.59
SKU01810,Midan Pharmacy Product 1810,Pharmacy,109.84,235.02
SKU01811,Midan Beverages Product 1811,Beverages,8.25,18.04
SKU01812,Midan Dairy Product 1812,Dairy,32.79,69.65
SKU01813,Midan Snacks Product 1813,Snacks,44.6,92.3
SKU01814,Midan Grocery Product 1814,Grocery,48.11,79.09
SKU01815,Midan Personal Care Product 1815,Personal Care,69.74,128.01
SKU01816,Midan Frozen Product 1816,Frozen,87.21,165.79
SKU01817,Midan Household Product 1817,Household,77.62,180.22
SKU01818,Midan Baby Product 1818,Baby,108.83,183.08
SKU01819,Midan Fresh Product 1819,Fresh,117.87,227.84
SKU01820,Midan Pharmacy Product 1820,Pharmacy,100.11,205.82
SKU01821,Midan Beverages Product 1821,Beverages,125.4,256.11
SKU01822,Midan Dairy Product 1822,Dairy,14.78,24.54
SKU01823,Midan Snacks Product 1823,Snacks,29.05,66.75
SKU01824,Midan Grocery Product 1824,Grocery,37.95,87.46
SKU01825,Midan Personal Care Product 1825,Personal Care,52.24,90.63
SKU01826,Midan Frozen Product 1826,Frozen,75.13,142.84
SKU01827,Midan Household Product 1827,Household,59.55,146.19
SKU01828,Midan Baby Product 1828,Baby,81.58,188.98
SKU01829,Midan Fresh Product 1829,Fresh,97.6,213.49
SKU01830,Midan Pharmacy Product 1830,Pharmacy,102.26,240.73
SKU01831,Midan Beverages Product 1831,Beverages,128.99,259.18
SKU01832,Midan Dairy Product 1832,Dairy,17.76,35.95
SKU01833,Midan Snacks Product 1833,Snacks,30.56,61.59
SKU01834,Midan Grocery Product 1834,Grocery,29.08,80.94
SKU01835,Midan Personal Care Product 1835,Personal Care,49.8,104.74
SKU01836,Midan Frozen Product 1836,Frozen,59.9,135.64
SKU01837,Midan Household Product 1837,Household,70.24,155.03
SKU01838,Midan Baby Product 1838,Baby,75.24,171.69
SKU01839,Midan Fresh Product 1839,Fresh,84.33,188.23
SKU01840,Midan Pharmacy Product 1840,Pharmacy,92.7,187.5
SKU01841,Midan Beverages Product 1841,Beverages,100.18,242.47
SKU01842,Midan Dairy Product 1842,Dairy,136.18,257.24
SKU01843,Midan Snacks Product 1843,Snacks,11.62,24.25
SKU01844,Midan Grocery Product 1844,Grocery,20.69,50.33
SKU01845,Midan Personal Care Product 1845,Personal Care,40.32,73.23
SKU01846,Midan Frozen Product 1846,Frozen,47.68,105.81
SKU01847,Midan Household Product 1847,Household,65.13,154.37
SKU01848,Midan Baby Product 1848,Baby,56.71,148.24
SKU01849,Midan Fresh Product 1849,Fresh,68.03,174.27
SKU01850,Midan Pharmacy Product 1850,Pharmacy,96.58,210.84
SKU01851,Midan Beverages Product 1851,Beverages,98.44,234.94
SKU01852,Midan Dairy Product 1852,Dairy,104.16,229.84
SKU01853,Midan Snacks Product 1853,Snacks,11.9,27.48
SKU01854,Midan Grocery Product 1854,Grocery,16.3,28.15
SKU01855,Midan Personal Care Product 1855,Personal Care,23.83,54.91
SKU01856,Midan Frozen Product 1856,Frozen,47.07,89.35
SKU01857,Midan Household Product 1857,Household,62.61,103.42
SKU01858,Midan Baby Product 1858,Baby,73.34,126.09
SKU01859,Midan Fresh Product 1859,Fresh,79.77,182.21
SKU01860,Midan Pharmacy Product 1860,Pharmacy,101.41,186.73
SKU01861,Midan Beverages Product 1861,Beverages,109.55,197.57
SKU01862,Midan Dairy Product 1862,Dairy,127.97,255.59
SKU01863,Midan Snacks Product 1863,Snacks,117.19,228.84
SKU01864,Midan Grocery Product 1864,Grocery,9.57,21.31
SKU01865,Midan Personal Care Product 1865,Personal Care,26.08,61.01
SKU01866,Midan Frozen Product 1866,Frozen,26.82,69.91
SKU01867,Midan Household Product 1867,Household,54.85,89.23
SKU01868,Midan Baby Product 1868,Baby,49.49,111.85
SKU01869,Midan Fresh Product 1869,Fresh,69.14,148.98
SKU01870,Midan Pharmacy Product 1870,Pharmacy,89.99,179.3
SKU01871,Midan Beverages Product 1871,Beverages,86.54,205.21
SKU01872,Midan Dairy Product 1872,Dairy,102.17,241.98
SKU01873,Midan Snacks Product 1873,Snacks,99.0,220.91
SKU01874,Midan Grocery Product 1874,Grocery,147.57,271.12
SKU01875,Midan Personal Care Product 1875,Personal Care,21.83,40.95
SKU01876,Midan Frozen Product 1876,Frozen,23.49,56.02
SKU01877,Midan Household Product 1877,Household,34.77,80.26
SKU01878,Midan Baby Product 1878,Baby,48.51,118.36
SKU01879,Midan Fresh Product 1879,Fresh,61.47,125.41
SKU01880,Midan Pharmacy Product 1880,Pharmacy,84.86,184.5
SKU01881,Midan Beverages Product 1881,Beverages,77.06,186.33
SKU01882,Midan Dairy Product 1882,Dairy,96.97,178.5
SKU01883,Midan Snacks Product 1883,Snacks,102.62,241.92
SKU01884,Midan Grocery Product 1884,Grocery,104.81,272.14
SKU01885,Midan Personal Care Product 1885,Personal Care,16.24,40.44
SKU01886,Midan Frozen Product 1886,Frozen,20.59,53.95
SKU01887,Midan Household Product 1887,Household,39.42,74.69
SKU01888,Midan Baby Product 1888,Baby,45.15,83.21
SKU01889,Midan Fresh Product 1889,Fresh,57.86,112.6
SKU01890,Midan Pharmacy Product 1890,Pharmacy,81.57,143.44
SKU01891,Midan Beverages Product 1891,Beverages,75.98,156.87
SKU01892,Midan Dairy Product 1892,Dairy,85.06,222.12
SKU01893,Midan Snacks Product 1893,Snacks,98.48,189.62
SKU01894,Midan Grocery Product 1894,Grocery,122.66,271.82
SKU01895,Midan Personal Care Product 1895,Personal Care,106.03,262.87
SKU01896,Midan Frozen Product 1896,Frozen,9.99,25.7
SKU01897,Midan Household Product 1897,Household,24.85,55.12
SKU01898,Midan Baby Product 1898,Baby,46.65,99.71
SKU01899,Midan Fresh Product 1899,Fresh,55.09,99.13
SKU01900,Midan Pharmacy Product 1900,Pharmacy,77.2,125.32
SKU01901,Midan Beverages Product 1901,Beverages,78.27,182.93
SKU01902,Midan Dairy Product 1902,Dairy,96.4,166.61
SKU01903,Midan Snacks Product 1903,Snacks,107.61,190.18
SKU01904,Midan Grocery Product 1904,Grocery,108.33,239.41
SKU01905,Midan Personal Care Product 1905,Personal Care,105.66,251.78
SKU01906,Midan Frozen Product 1906,Frozen,4.73,7.29
SKU01907,Midan Household Product 1907,Household,23.55,38.65
SKU01908,Midan Baby Product 1908,Baby,33.42,74.68
SKU01909,Midan Fresh Product 1909,Fresh,48.03,93.18
SKU01910,Midan Pharmacy Product 1910,Pharmacy,47.09,123.56
SKU01911,Midan Beverages Product 1911,Beverages,63.86,141.84
SKU01912,Midan Dairy Product 1912,Dairy,69.05,164.19
SKU01913,Midan Snacks Product 1913,Snacks,93.31,196.31
SKU01914,Midan Grocery Product 1914,Grocery,87.2,211.61
SKU01915,Midan Personal Care Product 1915,Personal Care,131.02,232.0
SKU01916,Midan Frozen Product 1916,Frozen,121.83,259.27
SKU01917,Midan Household Product 1917,Household,19.2,30.96
SKU01918,Midan Baby Product 1918,Baby,29.99,57.07
SKU01919,Midan Fresh Product 1919,Fresh,33.98,84.95
SKU01920,Midan Pharmacy Product 1920,Pharmacy,54.84,110.14
SKU01921,Midan Beverages Product 1921,Beverages,62.18,119.98
SKU01922,Midan Dairy Product 1922,Dairy,76.05,141.68
SKU01923,Midan Snacks Product 1923,Snacks,76.41,174.62
SKU01924,Midan Grocery Product 1924,Grocery,91.55,179.73
SKU01925,Midan Personal Care Product 1925,Personal Care,90.57,231.05
SKU01926,Midan Frozen Product 1926,Frozen,131.94,215.72
SKU01927,Midan Household Product 1927,Household,122.29,283.0
SKU01928,Midan Baby Product 1928,Baby,24.35,39.74
SKU01929,Midan Fresh Product 1929,Fresh,31.24,68.02
SKU01930,Midan Pharmacy Product 1930,Pharmacy,41.93,76.12
SKU01931,Midan Beverages Product 1931,Beverages,45.49,98.28
SKU01932,Midan Dairy Product 1932,Dairy,56.97,142.14
SKU01933,Midan Snacks Product 1933,Snacks,79.75,152.73
SKU01934,Midan Grocery Product 1934,Grocery,98.66,205.63
SKU01935,Midan Personal Care Product 1935,Personal Care,118.93,186.88
SKU01936,Midan Frozen Product 1936,Frozen,113.92,210.29
SKU01937,Midan Household Product 1937,Household,117.69,292.92
SKU01938,Midan Baby Product 1938,Baby,7.48,17.53
SKU01939,Midan Fresh Product 1939,Fresh,27.74,50.69
SKU01940,Midan Pharmacy Product 1940,Pharmacy,34.92,87.02
SKU01941,Midan Beverages Product 1941,Beverages,41.69,93.97
SKU01942,Midan Dairy Product 1942,Dairy,60.67,111.89
SKU01943,Midan Snacks Product 1943,Snacks,72.24,121.86
SKU01944,Midan Grocery Product 1944,Grocery,91.44,174.47
SKU01945,Midan Personal Care Product 1945,Personal Care,94.91,176.72
SKU01946,Midan Frozen Product 1946,Frozen,112.13,235.46
SKU01947,Midan Household Product 1947,Household,106.57,211.25
SKU01948,Midan Baby Product 1948,Baby,115.42,249.87
SKU01949,Midan Fresh Product 1949,Fresh,20.63,39.08
SKU01950,Midan Pharmacy Product 1950,Pharmacy,22.06,47.14
SKU01951,Midan Beverages Product 1951,Beverages,41.43,78.42
SKU01952,Midan Dairy Product 1952,Dairy,57.03,109.85
SKU01953,Midan Snacks Product 1953,Snacks,69.52,122.27
SKU01954,Midan Grocery Product 1954,Grocery,59.73,138.48
SKU01955,Midan Personal Care Product 1955,Personal Care,74.12,151.7
SKU01956,Midan Frozen Product 1956,Frozen,82.16,191.02
SKU01957,Midan Household Product 1957,Household,101.65,220.59
SKU01958,Midan Baby Product 1958,Baby,107.3,263.44
SKU01959,Midan Fresh Product 1959,Fresh,10.03,18.62
SKU01960,Midan Pharmacy Product 1960,Pharmacy,20.68,39.18
SKU01961,Midan Beverages Product 1961,Beverages,43.19,72.64
SKU01962,Midan Dairy Product 1962,Dairy,47.52,92.82
SKU01963,Midan Snacks Product 1963,Snacks,72.81,130.71
SKU01964,Midan Grocery Product 1964,Grocery,64.56,143.89
SKU01965,Midan Personal Care Product 1965,Personal Care,83.49,170.95
SKU01966,Midan Frozen Product 1966,Frozen,83.82,199.28
SKU01967,Midan Household Product 1967,Household,95.82,222.42
SKU01968,Midan Baby Product 1968,Baby,96.5,202.77
SKU01969,Midan Fresh Product 1969,Fresh,129.88,239.6
SKU01970,Midan Pharmacy Product 1970,Pharmacy,20.08,38.87
SKU01971,Midan Beverages Product 1971,Beverages,27.25,59.67
SKU01972,Midan Dairy Product 1972,Dairy,33.22,62.28
SKU01973,Midan Snacks Product 1973,Snacks,49.18,109.11
SKU01974,Midan Grocery Product 1974,Grocery,63.41,123.68
SKU01975,Midan Personal Care Product 1975,Personal Care,73.71,152.99
SKU01976,Midan Frozen Product 1976,Frozen,76.76,187.61
SKU01977,Midan Household Product 1977,Household,85.8,218.11
SKU01978,Midan Baby Product 1978,Baby,123.66,234.72
SKU01979,Midan Fresh Product 1979,Fresh,127.04,265.9
SKU01980,Midan Pharmacy Product 1980,Pharmacy,9.44,15.37
SKU01981,Midan Beverages Product 1981,Beverages,18.66,41.15
SKU01982,Midan Dairy Product 1982,Dairy,35.6,73.37
SKU01983,Midan Snacks Product 1983,Snacks,43.41,82.21
SKU01984,Midan Grocery Product 1984,Grocery,47.52,112.01
SKU01985,Midan Personal Care Product 1985,Personal Care,65.95,140.37
SKU01986,Midan Frozen Product 1986,Frozen,70.42,151.23
SKU01987,Midan Household Product 1987,Household,88.49,156.2
SKU01988,Midan Baby Product 1988,Baby,116.13,202.29
SKU01989,Midan Fresh Product 1989,Fresh,110.43,200.13
SKU01990,Midan Pharmacy Product 1990,Pharmacy,106.24,266.95
SKU01991,Midan Beverages Product 1991,Beverages,18.23,39.36
SKU01992,Midan Dairy Product 1992,Dairy,29.62,62.45
SKU01993,Midan Snacks Product 1993,Snacks,35.63,71.93
SKU01994,Midan Grocery Product 1994,Grocery,52.59,81.36
SKU01995,Midan Personal Care Product 1995,Personal Care,64.2,130.47
SKU01996,Midan Frozen Product 1996,Frozen,78.73,153.75
SKU01997,Midan Household Product 1997,Household,73.27,173.78
SKU01998,Midan Baby Product 1998,Baby,105.34,175.51
SKU01999,Midan Fresh Product 1999,Fresh,92.39,222.99
SKU02000,Midan Pharmacy Product 2000,Pharmacy,97.95,213.54
